region,income_group,demo_group,demo_subgroup,has_account,borrowed_any,biz_loan_source,biz_loan,loan_purpose_group,loan_purpose,saved_for_purchase,saved_no_purpose,digital_payment_other,mobile_payment_bill,govt_digital_pay_acc,digital_pay,digital_pay_acc,govt_payment_recv,prefer_digital_fin,prefer_digital,saved_any,region_cleaned,biz_loan_source_missing,biz_loan_missing,loan_purpose_group_missing,loan_purpose_missing,saved_for_purchase_missing,saved_no_purpose_missing,digital_payment_other_missing,mobile_payment_bill_missing,govt_digital_pay_acc_missing,digital_pay_missing,digital_pay_acc_missing,govt_payment_recv_missing,prefer_digital_fin_missing,prefer_digital_missing
Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.448919869724807,0.699777472755988,0.198592538201805,0.0,0.0692706570826221,0.0,0.917358443760583,0.0,0.266524930652478,0.159083979504732,0.0,0.185809914873343,0.0944888694548076,0.0,0.0,0.0614055482060909,0.551201913496998,Sub-Saharan Africa,0,1,0,1,0,1,0,0,1,0,0,1,1,0
High income,High income,income,richest 60%,0.982605668641953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.986214334795616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.207856126019284,0.789468212594302,0.146348102378465,0.0,0.102352497319829,0.0,0.967040169856628,0.0,0.102135191013141,0.0,0.0,0.149659314931537,0.0,0.0,0.0,0.107522307179781,0.521696465159378,Sub-Saharan Africa,0,1,0,1,0,1,0,1,1,0,1,1,1,0
Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.210676398615485,0.758096192016925,0.131960930160749,0.0,0.133184545402022,0.0,0.85547715951193,0.0,0.176943883118112,0.0,0.0,0.107905059755656,0.0,0.0,0.0,0.10814014201306,0.356056709810914,Sub-Saharan Africa,0,1,0,1,0,1,0,1,1,0,1,1,1,0
High income,High income,income,richest 60%,0.915259074392891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.753603235793929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East Asia & Pacific (excluding high income),Upper middle income,income,richest 60%,0.938015738218757,0.565543218475891,0.756403519514982,0.756403519514982,0.461829658508582,0.461829658508582,0.980506793674466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84622893098648,East Asia & Pacific,0,0,0,0,0,1,1,1,1,1,1,1,1,1
East Asia & Pacific (excluding high income),Upper middle income,income,poorest 40%,0.827432333438411,0.500697591753025,0.528177969800657,0.528177969800657,0.325789108179327,0.325789108179327,0.906702419520466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618730723578062,East Asia & Pacific,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Latin America & Caribbean (excluding high income),Upper middle income,income,richest 60%,0.664939466930288,0.473878018322169,0.316456886491091,0.198495658991927,0.185319442016405,0.168354905115937,0.900836396134055,0.0991636038659453,0.615124855873721,0.402323989039277,0.231132269508807,0.345972898607561,0.263742203097884,0.216300542375911,0.0,0.157895420183456,0.415623542889625,Latin America & Caribbean,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Latin America & Caribbean (excluding high income),Upper middle income,income,poorest 40%,0.429248421374649,0.447022177482277,0.151640016885658,0.0579108665856165,0.06076822907779,0.0574879401738959,0.829846342099652,0.1701536579003482,0.469098001539756,0.401798021491825,0.0661349433155139,0.182355395970949,0.084330243181632,0.0726242138274657,0.0,0.18148874284772,0.244161168511189,Latin America & Caribbean,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.524204683962579,0.678982367261546,0.241465179023629,0.189830686606615,0.128161433601509,0.0,0.875173295291172,0.1248267047088282,0.508560186639349,0.33935099201034,0.0,0.139201542276324,0.0,0.0,0.0,0.166840072741043,0.495056467824253,Sub-Saharan Africa,0,0,0,1,0,0,0,0,1,0,1,1,1,0
Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.350109004446953,0.685394654393845,0.142837219702148,0.0957565990287289,0.0744961873441493,0.0,0.872914462251636,0.1270855377483642,0.477396544278141,0.350812860071486,0.0,0.0856273673953096,0.0,0.0,0.0,0.105273479884194,0.365251083017009,Sub-Saharan Africa,0,0,0,1,0,0,0,0,1,0,1,1,1,0
Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.476624830131691,0.717146878249588,0.344873146462435,0.0,0.0,0.0,0.931890103000629,0.0,0.205759708121265,0.143385803092333,0.0,0.263759504095108,0.0,0.0,0.0,0.0,0.636046767648831,Sub-Saharan Africa,0,1,1,1,0,1,0,0,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.265410578898936,0.691745895527129,0.148969380601713,0.0,0.0,0.0,0.875953045569403,0.0,0.11247271616592,0.0664140791694858,0.0,0.153080325653623,0.0,0.0,0.0,0.0,0.494996027688872,Sub-Saharan Africa,0,1,1,1,0,1,0,0,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.648105386376969,0.657264741048919,0.354447104610936,0.0,0.0,0.0,0.955456526168782,0.0,0.263218794725152,0.191540064735098,0.0,0.155444185735192,0.0,0.0,0.0,0.0,0.625579944803222,Sub-Saharan Africa,0,1,1,1,0,1,0,0,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.417082699764933,0.630918139287835,0.183389347361644,0.0,0.0,0.0,0.874093309505473,0.0,0.11776361706835,0.0844865154874506,0.0,0.0959831460636447,0.0,0.0,0.0,0.0,0.406239325098614,Sub-Saharan Africa,0,1,1,1,0,1,0,0,1,0,1,1,1,1
Latin America & Caribbean (excluding high income),Upper middle income,income,richest 60%,0.770355519866568,0.370258379238088,0.443182049814058,0.443182049814058,0.181437063563823,0.181437063563823,0.891878371397432,0.1081216286025684,0.609138914709135,0.230831690232963,0.247935652561637,0.38123003196197,0.322589585923724,0.312211194453927,0.163760592388097,0.214763329659492,0.583158747674907,Latin America & Caribbean,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America & Caribbean (excluding high income),Upper middle income,income,poorest 40%,0.628158143627092,0.387703621135697,0.208672903742561,0.208672903742561,0.083623388375781,0.083623388375781,0.804945611208096,0.1950543887919037,0.542360699435719,0.323159179020686,0.119236049146856,0.246727312382556,0.166358918949977,0.165373879118768,0.206339697755515,0.303838032206125,0.407086543203451,Latin America & Caribbean,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.669277520980539,0.61667441736467,0.432420765283532,0.0,0.0,0.0,0.901762524727587,0.0982374752724131,0.352700215519093,0.110141521403355,0.0,0.270869241507115,0.0,0.0,0.0,0.0,0.704793347914752,Sub-Saharan Africa,0,1,1,1,0,0,0,0,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.43526253371749,0.748919821801782,0.242473848186283,0.0,0.0,0.0,0.854089812850002,0.1459101871499988,0.268226463422185,0.101092063147051,0.0,0.101630431974515,0.0,0.0,0.0,0.0,0.550199784381142,Sub-Saharan Africa,0,1,1,1,0,0,0,0,1,0,1,1,1,1
High income,High income,income,richest 60%,0.959709470026774,0.548525637822955,0.463384164308808,0.463384164308808,0.417638685662512,0.417638685662512,0.913857184210001,0.0861428157899991,0.564178686880111,0.0,0.394775501757718,0.554531509317271,0.531430032644161,0.512774893287258,0.423745991280502,0.452896888703568,0.661021176928989,High income countries,0,0,0,0,0,0,0,1,0,0,0,0,0,0
High income,High income,income,poorest 40%,0.876323883407511,0.495161465373053,0.449147860559505,0.449147860559505,0.317680852258883,0.317680852258883,0.781236044971252,0.218763955028748,0.639570982988202,0.0,0.277083765827387,0.403756187423636,0.39134921392339,0.385364306410627,0.476370839055112,0.54222929741275,0.640982381040166,High income countries,0,0,0,0,0,0,0,1,0,0,0,0,0,0
High income,High income,income,richest 60%,0.974302689975268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.941780470487871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,richest 60%,0.9670520540927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.856046020555067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,richest 60%,0.992463886530811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.977544565980559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Latin America & Caribbean (excluding high income),Upper middle income,income,richest 60%,0.726289032823007,0.697969956662846,0.39264314472663,0.372983802381206,0.37993262586885,0.374227404562136,0.944182256992951,0.0,0.61168081450365,0.355771496318741,0.170820472047435,0.411633558177397,0.303511387049726,0.281045148964473,0.203747746667838,0.353988698982564,0.606766994704885,Latin America & Caribbean,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Latin America & Caribbean (excluding high income),Upper middle income,income,poorest 40%,0.529502779958097,0.547194152486582,0.140885766111916,0.122347924005163,0.161796602304698,0.153794048286659,0.863438591601558,0.0,0.4751929075977,0.3541988766893,0.0588584505427354,0.189714542331877,0.0936304524460729,0.0928790632943348,0.131272629313924,0.297749291550872,0.392497993121179,Latin America & Caribbean,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Latin America & Caribbean (excluding high income),Upper middle income,income,richest 60%,0.698771073200755,0.488257377340594,0.29163688977563,0.287206790728363,0.201294032090287,0.200209103577623,0.954122891560657,0.0,0.642271245767708,0.369493163100869,0.183593452411465,0.320724057441495,0.23887274754134,0.225996006689216,0.0,0.105275722533759,0.449958720838634,Latin America & Caribbean,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Latin America & Caribbean (excluding high income),Upper middle income,income,poorest 40%,0.564453858938692,0.466479777938492,0.120811453712034,0.11922717643083,0.101769064919366,0.101769064919366,0.888822257849383,0.0,0.646507640337878,0.516849291754261,0.0577926223821585,0.134410702043193,0.0699040811228995,0.0602977278707987,0.0,0.106276060432487,0.235824083275229,Latin America & Caribbean,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Middle East & North Africa (excluding high income),Lower middle income,income,richest 60%,0.497821903737145,0.528062345766065,0.188481736345287,0.0,0.090571195758895,0.0,0.817672872539706,0.182327127460294,0.558700276326057,0.513763913163229,0.0,0.344598552395173,0.0,0.0,0.199454802202062,0.217943459040161,0.298153384189969,Middle East & North Africa,0,1,0,1,0,0,0,0,1,0,1,1,0,0
Middle East & North Africa (excluding high income),Lower middle income,income,poorest 40%,0.33080949427223,0.610232132326861,0.0617059597919151,0.0,0.125064331010992,0.0,0.668259947603945,0.3317400523960552,0.449060980586413,0.440401294861571,0.0,0.372174567489379,0.0,0.0,0.121149714282011,0.17676515573537,0.127562336266494,Middle East & North Africa,0,1,0,1,0,0,0,0,1,0,1,1,0,0
Latin America & Caribbean (excluding high income),Lower middle income,income,richest 60%,0.558448627077973,0.433846760701089,0.207319341300702,0.185627040017458,0.151225833002344,0.148791207714962,0.926006559278379,0.0739934407216208,0.709596420678319,0.502817431646816,0.0,0.280967020465048,0.169825042068838,0.159121790565669,0.0,0.219964169325907,0.510646358469483,Latin America & Caribbean,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Latin America & Caribbean (excluding high income),Lower middle income,income,poorest 40%,0.247330513543203,0.296280514193316,0.029686588624636,0.029686588624636,0.0601777331178259,0.0601777331178259,0.834420338800516,0.1655796611994842,0.529162898839003,0.455736859727214,0.0,0.110032679431681,0.0200503768497565,0.0200503768497565,0.0,0.163161219299707,0.246128827748218,Latin America & Caribbean,0,0,0,0,0,0,0,0,1,0,0,0,1,0
High income,High income,income,richest 60%,0.994701575690419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.980471531434544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.722174466814621,0.75629174480471,0.356855800628435,0.172884326415958,0.294409122575902,0.0,0.757498421648321,0.242501578351679,0.486698093056378,0.0,0.20848607163977,0.376602154370411,0.279852006783721,0.201982137963903,0.124264383271456,0.28482824859692,0.670092583395728,Sub-Saharan Africa,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.544790274550679,0.632066449202492,0.220541713595917,0.103212293146316,0.146243870071582,0.0,0.65308713062599,0.34691286937401,0.376323310155593,0.0,0.0663907922130473,0.20154674109069,0.108544472485826,0.0710414779039004,0.0727149105979471,0.302618249934743,0.452586440986951,Sub-Saharan Africa,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.529919326224592,0.543197396880739,0.293515591909999,0.282758625876409,0.0,0.0,0.854801100500728,0.1451988994992714,0.253703761546486,0.172290358097195,0.0,0.0,0.0,0.0,0.0,0.0,0.507868822564499,Sub-Saharan Africa,0,0,1,1,0,0,0,0,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.425762685391233,0.526822043348897,0.20427923703133,0.203213692769552,0.0,0.0,0.866948612601071,0.133051387398929,0.279593889147453,0.235788233587037,0.0,0.0,0.0,0.0,0.0,0.0,0.465019916572421,Sub-Saharan Africa,0,0,1,1,0,0,0,0,1,1,1,1,1,1
High income,High income,income,richest 60%,0.997377296216944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,richest 60%,0.995083961213691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.987136082123328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Upper middle income,income,richest 60%,0.736690786646814,0.62055582761231,0.460283578957686,0.137258183439321,0.0,0.0,0.939544214673395,0.0,0.475923152996075,0.139786745280021,0.0,0.364743400407336,0.175995095185269,0.0,0.0,0.164135879330231,0.751077221787129,Sub-Saharan Africa,0,0,1,1,0,1,0,0,1,0,0,1,1,0
Sub-Saharan Africa (excluding high income),Upper middle income,income,poorest 40%,0.59956979111285,0.5493748487025,0.286193063366002,0.0628929323172206,0.0,0.0,0.876018244543847,0.0,0.28820168050095,0.0905691521268508,0.0,0.190674133772788,0.053850293477739,0.0,0.0,0.0685956755450536,0.615953729413265,Sub-Saharan Africa,0,0,1,1,0,1,0,0,1,0,0,1,1,0
Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.406598827195065,0.552280965536508,0.289102857816846,0.239988964742464,0.0,0.0,0.910985602916978,0.0890143970830216,0.270448844504562,0.161381219984535,0.0,0.11780837144049,0.0,0.0,0.0,0.0,0.594794273884434,Sub-Saharan Africa,0,0,1,1,0,0,0,0,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.344089976084921,0.610479041967614,0.185628666762121,0.141583163954618,0.0,0.0,0.811157736860975,0.1888422631390247,0.22544031649478,0.104726813666838,0.0,0.130266209739767,0.0,0.0,0.0,0.0,0.518720821894825,Sub-Saharan Africa,0,0,1,1,0,0,0,0,1,0,1,1,1,1
Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.852884297115512,0.573245315655005,0.232571241477693,0.232571241477693,0.266355151534707,0.266355151534707,0.902073311630545,0.0979266883694555,0.624851302336575,0.14912509459737,0.220969405252611,0.481193116021981,0.393816395059338,0.370113283034589,0.302624496201858,0.44896835278767,0.412546185798778,Europe & Central Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.691241033260113,0.602567675004383,0.118421530156057,0.118421530156057,0.210708555452058,0.210708555452058,0.824712116336736,0.1752878836632633,0.500555232424454,0.228738319537517,0.0795700623283773,0.31213002079155,0.204459622139586,0.192315538624673,0.302289526370551,0.464821063703516,0.286568271989877,Europe & Central Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High income,High income,income,richest 60%,0.981287844376437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.985525412015415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.890315781082249,0.714452880459322,0.755024991517613,0.340253764705831,0.33768001229952,0.125490383312193,0.914065581534673,0.0859344184653266,0.475020028330014,0.2200575901846,0.216869812461825,0.357079190905227,0.321983093633966,0.182845221517422,0.0,0.154395313545625,0.85535929124962,Sub-Saharan Africa,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.695783204095408,0.784272068925613,0.54760813096278,0.13832122995752,0.2307531134221,0.0648996055942795,0.863175308277974,0.1368246917220261,0.306396861917003,0.218857533209883,0.0909952684028148,0.197315722216109,0.102003106288255,0.0370576256835347,0.0,0.0627054527674455,0.767371325766385,Sub-Saharan Africa,0,0,0,0,0,0,0,0,0,0,0,0,1,0
High income,High income,income,richest 60%,0.945266580395786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.79597500484544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Latin America & Caribbean (excluding high income),Upper middle income,income,richest 60%,0.448814148458965,0.439747384171584,0.143719813775548,0.134444734392249,0.0,0.0,0.890756428357363,0.1092435716426365,0.611373111482956,0.440317927195234,0.0,0.184570031464734,0.0,0.0,0.0,0.0,0.436810218665999,Latin America & Caribbean,0,0,1,1,0,0,0,0,1,0,1,1,1,1
Latin America & Caribbean (excluding high income),Upper middle income,income,poorest 40%,0.283362046477051,0.371491358416789,0.0550395648419115,0.0550395648419115,0.0,0.0,0.779839098642647,0.2201609013573531,0.457578701517649,0.331587380877554,0.0,0.0678227481595612,0.0,0.0,0.0,0.0,0.194059802023636,Latin America & Caribbean,0,0,1,1,0,0,0,0,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.405177154215811,0.793204726456455,0.266160368219989,0.0,0.118560371074504,0.0,0.917761231053298,0.0,0.194171525786437,0.0,0.0,0.127342118856958,0.0,0.0,0.0,0.127148518019361,0.588948310969561,Sub-Saharan Africa,0,1,0,1,0,1,0,1,1,0,1,1,1,0
Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.293012686641546,0.698871363012278,0.183744173917104,0.0,0.0930848794702747,0.0,0.907237968092829,0.0,0.139581680878085,0.0,0.0,0.0666099042171166,0.0,0.0,0.0,0.0912605333519396,0.401361722462575,Sub-Saharan Africa,0,1,0,1,0,1,0,1,1,0,1,1,1,0
Latin America & Caribbean (excluding high income),Lower middle income,income,richest 60%,0.482404991347721,0.505643467700959,0.203546439444513,0.16752550726993,0.11339907357888,0.0,0.934001206872987,0.0659987931270133,0.490337501463492,0.306092518406774,0.0,0.269670014584101,0.0,0.0,0.0,0.0,0.469126194615453,Latin America & Caribbean,0,0,0,1,0,0,0,0,1,0,1,1,1,1
Latin America & Caribbean (excluding high income),Lower middle income,income,poorest 40%,0.3370730362306,0.476581822577026,0.148061992508202,0.119287075629618,0.0942159305651393,0.0,0.839841166890945,0.1601588331090554,0.417247425619619,0.276032558378629,0.0,0.193989794956881,0.0,0.0,0.0,0.0,0.326934546558588,Latin America & Caribbean,0,0,0,1,0,0,0,0,1,0,1,1,1,1
High income,High income,income,richest 60%,0.996574393780457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.937664847121074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,richest 60%,0.923576075400005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.788623054417773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,richest 60%,0.99758129016103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
South Asia (excluding high income),Lower middle income,income,richest 60%,0.908311710525466,0.62245315566384,0.350509600050987,0.310669377428378,0.185066007089005,0.176662584103952,0.969791356148504,0.0,0.400719706933646,0.243988709248133,0.147879161897355,0.399220512012369,0.168593219436977,0.137822516490028,0.219685035089621,0.27936626424383,0.481620059381283,South Asia,0,0,0,0,0,1,0,0,0,0,0,0,0,0
South Asia (excluding high income),Lower middle income,income,poorest 40%,0.863166812876253,0.649704853183992,0.148950433151327,0.130276859625214,0.0996050734616398,0.097389721540078,0.924920563704825,0.0,0.344941098623884,0.261346727356545,0.0776952639202833,0.311844762571118,0.0841839769572495,0.0725268904713763,0.185147104679112,0.245160452098623,0.243811844923996,South Asia,0,0,0,0,0,1,0,0,0,0,0,0,0,0
East Asia & Pacific (excluding high income),Lower middle income,income,richest 60%,0.615891424502096,0.490117192019632,0.353312229997601,0.294641780021638,0.174458370534235,0.162827255110605,0.967926325091225,0.0,0.741138891729506,0.52617504546126,0.0,0.432736461497728,0.188638192431497,0.17826774515924,0.145548618885752,0.270505261020535,0.606315456768019,East Asia & Pacific,0,0,0,0,0,1,0,0,1,0,0,0,0,0
East Asia & Pacific (excluding high income),Lower middle income,income,poorest 40%,0.484188044924569,0.455680994398583,0.151530003452592,0.122097184131487,0.116306078830405,0.114746459196765,0.931903468889468,0.0,0.666364310436138,0.582800569070155,0.0,0.304591969075556,0.0571982543831485,0.0553781165470838,0.124503494477545,0.31835164769539,0.415147148323403,East Asia & Pacific,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Middle East & North Africa (excluding high income),Lower middle income,income,richest 60%,0.938593399852516,0.688873597330515,0.370650213333891,0.359831749502061,0.268943476520101,0.258398224890994,0.980039926025312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.564789168451106,Middle East & North Africa,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Middle East & North Africa (excluding high income),Lower middle income,income,poorest 40%,0.868646774136072,0.645035804852974,0.169499578556075,0.160284197104748,0.189801593683485,0.184476549598768,0.94761588545177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361622267471377,Middle East & North Africa,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Middle East & North Africa (excluding high income),Upper middle income,income,richest 60%,0.367811554429236,0.717775807973673,0.146788022120565,0.0,0.144760097932163,0.13658659107746,0.973138273505779,0.0,0.37329061303277,0.32304852483882,0.0,0.35311587949901,0.147638565954306,0.0,0.15408661413236,0.253260157942274,0.508529326594181,Middle East & North Africa,0,1,0,0,0,1,0,0,1,0,0,1,0,0
Middle East & North Africa (excluding high income),Upper middle income,income,poorest 40%,0.202214445724835,0.747573689276913,0.0351770591257624,0.0,0.0735133457679117,0.0661327047517481,0.939671946630373,0.0,0.348995577925592,0.321848431606245,0.0,0.281649743302807,0.040345465983611,0.0,0.0513087173884122,0.14083480216182,0.320712240644981,Middle East & North Africa,0,1,0,0,0,1,0,0,1,0,0,1,0,0
High income,High income,income,richest 60%,0.978051699617657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.990245742017698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,richest 60%,0.952144131110401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.803519531382311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
