region,income_group,demo_group,demo_subgroup,has_account,borrowed_any,biz_loan_source,biz_loan,loan_purpose_group,loan_purpose,saved_for_purchase,saved_no_purpose,digital_payment_other,mobile_payment_bill,govt_digital_pay_acc,digital_pay,digital_pay_acc,govt_payment_recv,prefer_digital_fin,prefer_digital,saved_any,region_cleaned,biz_loan_source_missing,biz_loan_missing,loan_purpose_group_missing,loan_purpose_missing,saved_for_purchase_missing,saved_no_purpose_missing,digital_payment_other_missing,mobile_payment_bill_missing,govt_digital_pay_acc_missing,digital_pay_missing,digital_pay_acc_missing,govt_payment_recv_missing,prefer_digital_fin_missing,prefer_digital_missing
High income,High income,income,richest 60%,0.885999558685771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.821215678248643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,richest 60%,0.990854185347709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.976785123935915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Middle East & North Africa (excluding high income),Upper middle income,income,richest 60%,0.536178921345115,0.611133302614794,0.153602856575824,0.0,0.150201359663335,0.144370822513606,0.915567058812367,0.084432941187633,0.418182047251176,0.223632381134988,0.0,0.31442479074258,0.167382130227361,0.153276704562923,0.191485726198151,0.224382575060215,0.386763602614003,Middle East & North Africa,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Middle East & North Africa (excluding high income),Upper middle income,income,poorest 40%,0.357152731126413,0.71369959283956,0.0459796551919685,0.0,0.0919818880909627,0.0896259900688951,0.866811848585235,0.1331881514147642,0.3111807575526,0.224793971515643,0.0,0.200907181045907,0.0551015159874876,0.0372616599811684,0.113089578876804,0.157225571699951,0.209982461374751,Middle East & North Africa,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.895146092807647,0.603010663540597,0.395472619698647,0.298501826079945,0.304595267913323,0.304595267913323,0.834153768391811,0.1658462316081885,0.541571038380022,0.0,0.427710223757388,0.58591207235291,0.533002187195049,0.440897352065486,0.262812606749464,0.327116551248187,0.559939183390955,Europe & Central Asia,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.833413414717717,0.66628595762241,0.349799161276626,0.235949002672597,0.362578918981775,0.362578918981775,0.80720665509155,0.1927933449084499,0.433048126314183,0.0,0.385970544356437,0.561728353157313,0.478395104752043,0.382463526319071,0.233101031729137,0.285022564824704,0.48396570661309,Europe & Central Asia,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.942665957730421,0.849710362272899,0.650403685260153,0.270924523348823,0.453573993540117,0.158343346240545,0.97429848554591,0.0,0.613659834177075,0.0,0.270882791746987,0.406745795553101,0.352199272855246,0.192351208428175,0.129603087565177,0.189530837521432,0.792109597798421,Sub-Saharan Africa,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.838761640610762,0.77235740015897,0.384351403108241,0.0969377988417999,0.257852739544257,0.0776245985881974,0.953549883470902,0.0,0.38137282042946,0.0,0.126876724903915,0.189513502948817,0.142906796666093,0.0595031876241244,0.059204037235299,0.145325773820718,0.566173655173018,Sub-Saharan Africa,0,0,0,0,0,1,0,1,0,0,0,0,0,0
High income,High income,income,richest 60%,0.986932211942982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.941886846132518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.624781675623885,0.353672551572847,0.190805153707993,0.190805153707993,0.0,0.0,0.998934310299517,0.0,0.415572409662042,0.284083575840429,0.134166784443396,0.255492098162496,0.190060368678294,0.180039093411882,0.212713390652107,0.288074383848538,0.3808080115903,Europe & Central Asia,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.666871161691135,0.484628433928323,0.108767152651711,0.108767152651711,0.0,0.0,0.983298200778179,0.0,0.457590696699573,0.359540166459767,0.133259953512559,0.243746502237496,0.17038165186762,0.162921245736119,0.339636863345974,0.432840060287362,0.307093746938106,Europe & Central Asia,0,0,1,1,0,1,0,0,0,0,0,0,0,0
High income,High income,income,richest 60%,0.81694544625606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.636048709496818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Europe & Central Asia (excluding high income),Lower middle income,income,richest 60%,0.766989988232727,0.630033438525403,0.229479413833438,0.190540512414151,0.185841042434299,0.178870711059842,0.908425270404987,0.091574729595013,0.664695081214733,0.192948100698071,0.182242291325553,0.480600999534568,0.367366284276629,0.264469805891738,0.272274534079104,0.356526037927012,0.492663330821632,Europe & Central Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe & Central Asia (excluding high income),Lower middle income,income,poorest 40%,0.655888049897545,0.627146308315133,0.14422432010732,0.137023427715233,0.171449468987703,0.171449468987703,0.856735671444175,0.1432643285558248,0.62739491993449,0.269548443950537,0.115470566242761,0.275188309282454,0.189192885992731,0.105164052615443,0.184700949857496,0.269366717742414,0.354229667827146,Europe & Central Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Asia & Pacific (excluding high income),Lower middle income,income,richest 60%,0.505576529246622,0.461664693126162,0.210359341949725,0.198609141793148,0.0,0.0,0.955063156912815,0.0,0.698575494566351,0.524371008880173,0.0,0.362368795684959,0.145579645039322,0.0,0.0,0.0,0.463539027846551,East Asia & Pacific,0,0,1,1,0,1,0,0,1,0,0,1,1,1
East Asia & Pacific (excluding high income),Lower middle income,income,poorest 40%,0.182733611108504,0.465955148271279,0.0833353597525189,0.07414376245614,0.0,0.0,0.899667196871783,0.0,0.5775764565508,0.551307848476718,0.0,0.320255356049131,0.0339513753914965,0.0,0.0,0.0,0.195579921710937,East Asia & Pacific,0,0,1,1,0,1,0,0,1,0,0,1,1,1
High income,High income,income,richest 60%,0.971909689409365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.916439398308994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Middle East & North Africa (excluding high income),Lower middle income,income,richest 60%,0.266905852148665,0.451052412136592,0.0,0.0,0.0,0.0,0.896666923153039,0.1033330768469611,0.460315847633674,0.370232499327003,0.0,0.293088105618304,0.119986873295025,0.0,0.0,0.0,0.306540844278808,Middle East & North Africa,1,1,1,1,0,0,0,0,1,0,0,1,1,1
Middle East & North Africa (excluding high income),Lower middle income,income,poorest 40%,0.17553656509439,0.712782620906311,0.0,0.0,0.0,0.0,0.728017409922328,0.2719825900776726,0.537690179025821,0.487754263110264,0.0,0.334162738300332,0.0850523513765967,0.0,0.0,0.0,0.254052139455196,Middle East & North Africa,1,1,1,1,0,0,0,0,1,0,0,1,1,1
Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.583549854533545,0.786887284114235,0.33005362197544,0.0,0.129844752387333,0.0,0.966862055419925,0.0,0.263005703110138,0.173647716845193,0.0,0.214832705725345,0.0,0.0,0.0,0.0,0.765259548520696,Sub-Saharan Africa,0,1,0,1,0,1,0,0,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.430083046077259,0.757444955442118,0.258101435639471,0.0,0.118462188766153,0.0,0.943723690764123,0.0,0.208168475841689,0.141257938726129,0.0,0.128267199637226,0.0,0.0,0.0,0.0,0.606420634021815,Sub-Saharan Africa,0,1,0,1,0,1,0,0,1,0,1,1,1,1
Middle East & North Africa (excluding high income),Upper middle income,income,richest 60%,0.351818772108942,0.388760234250513,0.186646026029805,0.186646026029805,0.118078543763035,0.118078543763035,0.995922473059696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381548123533711,Middle East & North Africa,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Middle East & North Africa (excluding high income),Upper middle income,income,poorest 40%,0.300230794011172,0.459631838703639,0.116895551999382,0.116895551999382,0.127247515459629,0.127247515459629,0.991165933983527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352660907996268,Middle East & North Africa,0,0,0,0,0,1,1,1,1,1,1,1,1,1
High income,High income,income,richest 60%,0.997989892727659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.977831157645526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.313389340519769,0.737310192196566,0.149861158045841,0.0,0.0,0.0,0.973134117057317,0.0,0.27088196004275,0.223130074873916,0.0,0.281718401490043,0.0,0.0,0.0,0.0,0.349114791960579,Sub-Saharan Africa,0,1,1,1,0,1,0,0,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.141117475374701,0.665259362587275,0.0517672676493677,0.0,0.0,0.0,0.935071314570677,0.0,0.06781683442177,0.056650280356244,0.0,0.119151106426616,0.0,0.0,0.0,0.0,0.210802603968427,Sub-Saharan Africa,0,1,1,1,0,1,0,0,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.585605303613341,0.808892499207808,0.393360273289731,0.0,0.12216265238148,0.0,0.966369487293033,0.0,0.179140362459478,0.0,0.0,0.155378716773327,0.0,0.0,0.0,0.0,0.692318777307754,Sub-Saharan Africa,0,1,0,1,0,1,0,1,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.380829684230523,0.699543603486335,0.181803943618598,0.0,0.086360442965404,0.0,0.929281328307949,0.0,0.065158184737969,0.0,0.0,0.105524367643344,0.0,0.0,0.0,0.0,0.493643126285372,Sub-Saharan Africa,0,1,0,1,0,1,0,1,1,0,1,1,1,1
East Asia & Pacific (excluding high income),Upper middle income,income,richest 60%,0.931284043274747,0.429516181011679,0.633098099204535,0.583036473860587,0.197807773887043,0.192401242771158,0.925270641832353,0.0747293581676472,0.509741610667093,0.119454794390762,0.410216946859828,0.562790228691338,0.490624733785233,0.477634914005713,0.424703492611662,0.479162114896008,0.725358648384232,East Asia & Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Asia & Pacific (excluding high income),Upper middle income,income,poorest 40%,0.820441782944544,0.322490990711967,0.362970078024434,0.31847277219258,0.0795925411820864,0.0746002983139408,0.846420314050798,0.1535796859492022,0.357455177919839,0.19377152384363,0.214794448813856,0.357409135648115,0.244253577921643,0.238487027492297,0.39888142287087,0.477510702150091,0.455515060747218,East Asia & Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.609026764966276,0.718210067823844,0.358328458982095,0.0,0.11288553084672,0.0,0.958822071518037,0.0,0.219219974534746,0.0,0.0,0.197361838526487,0.0,0.0,0.0,0.16986470748431,0.682390102014676,Sub-Saharan Africa,0,1,0,1,0,1,0,1,1,0,1,1,1,0
Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.454853738151214,0.77894013740157,0.21755036110446,0.0,0.125335040561457,0.0,0.929689471507411,0.0,0.12906585674791,0.0,0.0,0.121188285699183,0.0,0.0,0.0,0.141402930734028,0.621315002435135,Sub-Saharan Africa,0,1,0,1,0,1,0,1,1,0,1,1,1,0
High income,High income,income,richest 60%,0.986438217819116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.934254898314504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.29308038022734,0.822432153787598,0.168926761530338,0.168926761530338,0.147959551162253,0.147959551162253,0.967792886181963,0.0,0.435909408985887,0.190649810396338,0.0,0.24094252636901,0.162187074798067,0.0,0.0,0.217649232623802,0.54018383709359,Sub-Saharan Africa,0,0,0,0,0,1,0,0,1,0,0,1,1,0
Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.243259402241594,0.789619674578125,0.149301179839946,0.149301179839946,0.111339671856481,0.111339671856481,0.97580233708249,0.0,0.366507543261925,0.195804327635448,0.0,0.194942766124075,0.0973317216750781,0.0,0.0,0.195776210432846,0.397720707093919,Sub-Saharan Africa,0,0,0,0,0,1,0,0,1,0,0,1,1,0
Sub-Saharan Africa (excluding high income),Upper middle income,income,richest 60%,0.917740753618116,0.412444494681325,0.38322996940098,0.36189200571695,0.249339455183893,0.249339455183893,0.944153369998149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.530564619953595,Sub-Saharan Africa,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Upper middle income,income,poorest 40%,0.863341061612645,0.411663336518796,0.221609869616649,0.217914919991082,0.0979051366074551,0.0979051366074551,0.954449722800029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413297171855053,Sub-Saharan Africa,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Latin America & Caribbean (excluding high income),Upper middle income,income,richest 60%,0.619710694395068,0.458241262416044,0.235412376790604,0.232318995735637,0.195478171712126,0.190417682761165,0.949185301813108,0.0,0.630762107354215,0.392480420466573,0.1526336219181,0.336036725202115,0.20699963500354,0.188832394414396,0.138979706812924,0.212663393267042,0.556134754894644,Latin America & Caribbean,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Latin America & Caribbean (excluding high income),Upper middle income,income,poorest 40%,0.39604436945858,0.350845466853552,0.0802809187523351,0.0802809187523351,0.0852981199462453,0.0852981199462453,0.88899608132332,0.0,0.498098712378042,0.396475889114895,0.0654852792105243,0.207154725993802,0.0982985973138974,0.0964810701090749,0.0976028278842787,0.216420864275708,0.374177001663902,Latin America & Caribbean,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.635385507213282,0.421359701860873,0.0,0.0,0.0,0.0,0.926864151904746,0.0,0.61193532767185,0.344783700465278,0.291321156045171,0.520448165721068,0.399180363888417,0.376148134463537,0.20886964273442,0.390214379827114,0.477447075395742,Europe & Central Asia,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.435496377819456,0.531787969624413,0.0,0.0,0.0,0.0,0.862590401258411,0.0,0.672405538301824,0.494643371624018,0.103632308634958,0.266986602829072,0.165270186647534,0.155785462367162,0.163099108152789,0.468002592420733,0.305711884092936,Europe & Central Asia,1,1,1,1,0,1,0,0,0,0,0,0,0,0
East Asia & Pacific (excluding high income),Lower middle income,income,richest 60%,0.98866409516205,0.688130897826803,0.436040658786594,0.406832140104945,0.452772211890561,0.435732950684867,0.990721604809686,0.0,0.771556291261986,0.0,0.433160232886738,0.660748437226499,0.636462840121703,0.619875346805148,0.408177804633997,0.421160267429752,0.536791274374656,East Asia & Pacific,0,0,0,0,0,1,0,1,0,0,0,0,0,0
East Asia & Pacific (excluding high income),Lower middle income,income,poorest 40%,0.973968423935397,0.676199825842882,0.253201585131013,0.219536820844388,0.368674652957187,0.354303278118139,0.985566057706348,0.0,0.704541011862646,0.0,0.350339824810839,0.469797516667279,0.447833310536345,0.430173927334913,0.362863810595118,0.384810385014004,0.392577529648626,East Asia & Pacific,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.812114791836925,0.357483564173933,0.29982964755424,0.29982964755424,0.191783748819397,0.191783748819397,0.945689172334487,0.0,0.579227504323431,0.405028723947937,0.362398723423083,0.486796185247021,0.470557467549448,0.469754632230713,0.283422973309847,0.384250771187119,0.510207215430775,Europe & Central Asia,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.667159776755659,0.319827090936716,0.137320373712284,0.137320373712284,0.109885239256805,0.109885239256805,0.84248859377412,0.0,0.481662033348765,0.349549268928962,0.244959171957532,0.351531242730233,0.319759541969479,0.319759541969479,0.221357227236399,0.383502554157715,0.219169628925049,Europe & Central Asia,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Middle East & North Africa (excluding high income),Lower middle income,income,richest 60%,0.464830016125998,0.572058782281813,0.0,0.0,0.0,0.0,0.898967226564897,0.1010327734351026,0.392300824194452,0.326410706689389,0.0,0.230853176250334,0.0,0.0,0.153601857899429,0.226108668215675,0.2653708570416,Middle East & North Africa,1,1,1,1,0,0,0,0,1,0,1,1,0,0
Middle East & North Africa (excluding high income),Lower middle income,income,poorest 40%,0.412388909006007,0.582342813973244,0.0,0.0,0.0,0.0,0.822598341128159,0.1774016588718407,0.314514451912009,0.297333073888282,0.0,0.164357108984154,0.0,0.0,0.231445704467608,0.379554967474491,0.143409234689513,Middle East & North Africa,1,1,1,1,0,0,0,0,1,0,1,1,0,0
Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.670790731001974,0.72501695798594,0.246203488240664,0.0,0.184153886584054,0.0,0.950231114570077,0.0,0.393851762271969,0.0,0.0,0.135711048145031,0.0,0.0,0.0,0.0,0.549848998212603,Sub-Saharan Africa,0,1,0,1,0,1,0,1,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.35307869498617,0.564614346383635,0.126040167474806,0.0,0.0869412014130509,0.0,0.829869254693124,0.0,0.218121484927456,0.0,0.0,0.0497294526204322,0.0,0.0,0.0,0.0,0.367555632728689,Sub-Saharan Africa,0,1,0,1,0,1,0,1,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Upper middle income,income,richest 60%,0.815282445797459,0.750242570791797,0.535545956685548,0.460160099089148,0.262492074839174,0.179548875037259,0.931653657033646,0.0,0.385279483599786,0.0,0.174101286987594,0.349825356771768,0.330662611935098,0.309547302408259,0.284538557916822,0.364075125855656,0.674130648108757,Sub-Saharan Africa,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Sub-Saharan Africa (excluding high income),Upper middle income,income,poorest 40%,0.599327543605384,0.684355593011338,0.284667533150194,0.218269987292458,0.151182301324133,0.0944761663872054,0.874142050388951,0.0,0.190410277025436,0.0,0.123130123228238,0.191606249308665,0.153014265780152,0.12814807020695,0.13794770858949,0.218432137120739,0.502333792459569,Sub-Saharan Africa,0,0,0,0,0,1,0,1,0,0,0,0,0,0
South Asia (excluding high income),Lower middle income,income,richest 60%,0.646403454077327,0.708861363291031,0.2742960619825,0.266346171166454,0.187400542736965,0.182194836067478,0.977947840616034,0.0,0.44979450029681,0.379119743112496,0.0,0.204418763309399,0.0,0.0,0.0,0.151827253265345,0.439825176687772,South Asia,0,0,0,0,0,1,0,0,1,0,1,1,1,0
South Asia (excluding high income),Lower middle income,income,poorest 40%,0.530095282322869,0.696721640600292,0.109082445914104,0.108327686465174,0.128921738701328,0.128921738701328,0.944260404278778,0.0,0.420518676283959,0.366021946585459,0.0,0.184041547949013,0.0,0.0,0.0,0.0910478270360411,0.275187597942876,South Asia,0,0,0,0,0,1,0,0,1,0,1,1,1,0
High income,High income,income,richest 60%,0.997758337380223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.982593267814023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,richest 60%,0.98566561701393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,income,poorest 40%,0.968077986231673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
