region,income_group,demo_group,demo_subgroup,has_account,borrowed_any,credit_card,biz_loan_source,biz_loan,loan_purpose_group,loan_purpose,saved_old_age,saved_for_purchase,saved_no_purpose,mobile_pay_s_r,digital_payment_other,mobile_payment,mobile_payment_bill,govt_digital_pay,govt_digital_pay_acc,digital_pay,digital_pay_acc,govt_payment_recv,fin_resilience,emergency_funds,prefer_digital_acc,prefer_digital_fin,prefer_digital,saved_any,region_clean
High income,High income,gender,men,0.99003207420253,0.868631122074284,0.6188786899481968,0.6596078322306771,0.659607832230677,0.7910931450977471,0.791093145097747,0.8397561890929668,0.828666278532248,0.1713337214677519,0.679621466081924,0.741530876581429,0.6764885185858431,0.0911189806537277,0.36269188989739,0.364802242296181,0.643987304735509,0.550538547088917,0.548428194690126,0.36297362206155886,0.785741013663252,0.40662646419433135,0.40466925249197,0.47332220379057494,0.849531586654208,High income countries
High income,High income,gender,women,0.991964836629437,0.833327007584803,0.6389019743313218,0.595302137599992,0.595302137599992,0.740051209189714,0.740051209189714,0.7568564534945644,0.750285781596612,0.24971421840338792,0.718934746589986,0.780929791696354,0.710649718870079,0.10897030796466686,0.303385238546497,0.303385238546497,0.552382534299395,0.499388346153659,0.499388346153659,0.43779577106495826,0.756790139575271,0.4836899346765748,0.46474830559687,0.5491127340130109,0.796570627729763,High income countries
Sub-Saharan Africa (excluding high income),Low income,gender,men,0.174585281515998,0.400664966895855,0.1949222957418064,0.16845096708460294,0.16845096708460297,0.13415212743565377,0.13415212743565377,0.25906080579828694,0.512636535276408,0.48736346472359215,0.16565842331039504,0.30892687122978774,0.1568287168591011,0.22268758438794192,0.11342479970311904,0.15120669040552354,0.168308965656654,0.17813112064910647,0.1708762322095292,0.1235500412068731,0.1964947778159579,0.14043636643129914,0.11514575503089022,0.15945190086559588,0.520899830508486,Sub-Saharan Africa
Sub-Saharan Africa (excluding high income),Low income,gender,women,0.0782676116829015,0.418887732218114,0.18129409959098153,0.11577914574335743,0.11577914574335746,0.10697837503966127,0.11145545682095301,0.23248240267703085,0.445831369157248,0.5541686308427521,0.11703084853549092,0.28992390619570635,0.15052184541033792,0.3005621840959155,0.11128349059206656,0.10239517740644315,0.05832701468229601,0.11354984829291062,0.1163041799473962,0.12087933759065339,0.12990281740059562,0.10948242886299442,0.11606749524981896,0.11908100978734446,0.453582850818188,Sub-Saharan Africa
High income,High income,gender,men,0.678175979730648,0.42922758136152,0.2761434944330816,0.173761907758759,0.173761907758759,0.345533400420041,0.345533400420041,0.4134739263613405,0.581168091705311,0.4188319082946894,0.27708999026363246,0.659484385930448,0.2702940661160584,0.522747170716862,0.221998026096476,0.324705469655771,0.593677400690128,0.381588906035786,0.269213901299606,0.25235410245410184,0.283440035926016,0.23136965984769223,0.20717617444266687,0.3130899924473705,0.409059368106852,High income countries
High income,High income,gender,women,0.591644525322631,0.369743775931128,0.17010097999512053,0.128772089671391,0.128772089671391,0.28465160916725,0.28465160916725,0.33077903862212066,0.3914860410367799,0.6085139589632202,0.18897373257946298,0.711872485627144,0.17347960899413312,0.636628261987019,0.0731419547000479,0.135392210864549,0.335844705775267,0.182511604475729,0.108213053364137,0.26309536501827324,0.278615157838829,0.17956528421024448,0.13830256456499562,0.31313757891467586,0.314978674011955,High income countries
East Asia & Pacific (excluding high income),Upper middle income,gender,men,0.81444677603225,0.455749829103176,0.3804552088420195,0.41063562902903,0.41063562902903,0.216205240493185,0.216205240493185,0.5404579707183294,0.750073561224864,0.2499264387751363,0.158330775318217,0.782866486368187,0.156770207575273,0.62088303172054,0.12206739773909915,0.152829058292984,0.431770120101006,0.196170177802311,0.123013280952425,0.43507037754356503,0.170058802254064,0.3719669102114646,0.1987973154621526,0.46847289553416477,0.738538026346217,East Asia & Pacific
East Asia & Pacific (excluding high income),Upper middle income,gender,women,0.764173378243648,0.407456673197357,0.34502912074494,0.411471523927161,0.411471523927161,0.184341887022722,0.184341887022722,0.571254817320886,0.755157716100122,0.2448422838998782,0.149239634493979,0.813846024837746,0.139223415422603,0.660881273255481,0.18648065973474476,0.140911546366804,0.308914730814221,0.15502176491214,0.104054469676989,0.39819882255223643,0.140999755023789,0.29300759414446736,0.25344427234850325,0.43341797947167526,0.702314053121536,East Asia & Pacific
Latin America & Caribbean (excluding high income),Upper middle income,gender,men,0.444218407676077,0.488107149577549,0.23612910751027683,0.16429110568786903,0.16429110568786903,0.238238444407549,0.238238444407549,0.4903032470240888,0.599239610685351,0.40076038931464886,0.1878401562535416,0.630612593169931,0.18485854835995963,0.5974094781677222,0.18190567861209356,0.129689499446545,0.416916491731994,0.185181959077712,0.143656329365092,0.1609901571668418,0.17141306625112,0.13607755542341524,0.12169923423999846,0.20408797609773852,0.479275712354871,Latin America & Caribbean
Latin America & Caribbean (excluding high income),Upper middle income,gender,women,0.339536617887016,0.378589005614474,0.19163785171136005,0.0836808175033514,0.0836808175033514,0.196329279301402,0.196329279301402,0.42252389003746643,0.45989483387059205,0.5401051661294076,0.17895752812523663,0.664172773460793,0.17529810373227872,0.653838137613946,0.10557857401691677,0.0846098446395242,0.24515667828296,0.125548548941129,0.08348226383655699,0.17952480862332165,0.105282670535577,0.14797134674904755,0.14082076385711473,0.22178388432168158,0.400820599169613,Latin America & Caribbean
Sub-Saharan Africa (excluding high income),Low income,gender,men,0.206689159225373,0.55350569891095,0.1811653132351347,0.14834966409595812,0.14834966409595807,0.1468605664315682,0.13385114639016876,0.26521325503697485,0.574527095509028,0.4254729044909721,0.16125137031556153,0.159264071005131,0.04012549765054424,0.143207378263701,0.019494153154483163,0.1323047607673954,0.253072422424585,0.15692603454809015,0.10326348580795972,0.11918017168986014,0.19820449008416172,0.12617125133851245,0.07047008996857484,0.1624400469685041,0.66655905134102,Sub-Saharan Africa
Sub-Saharan Africa (excluding high income),Low income,gender,women,0.143227828389819,0.587827925864186,0.17556155897243136,0.11505770939071017,0.1150577093907102,0.12440726510086778,0.12882684604342315,0.23747792646735982,0.476591132444676,0.5234088675553251,0.16519714591770918,0.13583563045874303,0.13403962151035742,0.12020116696872601,0.12134160814097938,0.1033976446795171,0.07766845035191261,0.1214040727819681,0.13084604889907264,0.10722793120021384,0.1411575994214651,0.11007553881657006,0.11279386079882439,0.12417856213397299,0.637703811113251,Sub-Saharan Africa
Sub-Saharan Africa (excluding high income),Lower middle income,gender,men,0.191590059913893,0.430667095629665,0.10116626454243141,0.1360836745724143,0.1360836745724143,0.130586717605999,0.130586717605999,0.21466813710173,0.44612275585659106,0.553877244143409,0.1926395000046827,0.22285887306790997,0.08040496886038528,0.198175091658058,0.03422058643207196,0.0880771670782088,0.195828164003464,0.14686411178236644,0.11073263668835126,0.12939621612917168,0.1642104893689661,0.10131703895509866,0.12232301105372341,0.14386143029824774,0.560157373289591,Sub-Saharan Africa
Sub-Saharan Africa (excluding high income),Lower middle income,gender,women,0.149626818474847,0.413174065531824,0.14730423163187445,0.12090055857868387,0.1209005585786839,0.10096104595343124,0.10923960652710035,0.22396760223860795,0.389378969427084,0.6106210305729162,0.11445145394980716,0.212872730613539,0.14709044181189224,0.192581539414739,0.12703445208856418,0.09402950352874459,0.12326625253974399,0.10386574014725844,0.12358518765251655,0.11368575127897879,0.13993197997075213,0.09983149801494465,0.08689301270139865,0.11933607700877,0.557905071334378,Sub-Saharan Africa
Latin America & Caribbean (excluding high income),Upper middle income,gender,men,0.692236064102673,0.485089041871597,0.23950341704730915,0.269312364580138,0.269312364580138,0.227090571634023,0.227090571634023,0.5338352529071166,0.558024150548613,0.4419758494513871,0.18281848141379947,0.685579507997847,0.17828769834640584,0.565373613966498,0.18730317413992129,0.151017703622204,0.440418798823312,0.240669051523249,0.204160660850831,0.17976577140462957,0.171980505840924,0.15936156590505904,0.133913925908284,0.24745784607250787,0.657721705930937,Latin America & Caribbean
Latin America & Caribbean (excluding high income),Upper middle income,gender,women,0.602397245881066,0.401468821463496,0.22107084563100154,0.216629665075797,0.216629665075797,0.182996849771734,0.182996849771734,0.4568484528885749,0.450998516413591,0.5490014835864092,0.17270729992590278,0.695427323929501,0.16680493449922662,0.588595598651779,0.10935307502490076,0.0697561982642263,0.259161613541429,0.137595795681169,0.12421418356868902,0.18795956468848662,0.119886504949289,0.14862416203127166,0.135257374663476,0.22920580432431725,0.534414304271312,Latin America & Caribbean
Sub-Saharan Africa (excluding high income),Lower middle income,gender,men,0.392024899755814,0.539484588247622,0.2403370639736092,0.17957762304858652,0.1795776230485865,0.15466366214287286,0.14344442669982832,0.21039415495289632,0.575214507422457,0.4247854925775423,0.22324739144090605,0.340324678118548,0.1280792781465393,0.280838693762794,0.06332922438796085,0.15630365149720477,0.261228690294996,0.17555122672783313,0.18582253648830543,0.125019093530767,0.1434081873625593,0.14119590974498258,0.11926998709628167,0.15182947300821004,0.67005173135142,Sub-Saharan Africa
Sub-Saharan Africa (excluding high income),Lower middle income,gender,women,0.291605831255157,0.431326569673649,0.1484027018203121,0.14909799149607242,0.14909799149607242,0.10101712682678197,0.09575563242226404,0.2716249547297686,0.563880223384384,0.4361197766156164,0.13105414227947734,0.19797972032732003,0.128250554157522,0.168635547529365,0.11136013733233596,0.12391983014113211,0.08755127230961257,0.11433667937945935,0.13987462658778305,0.10164734924718716,0.13464020582451072,0.1559028483921391,0.15476405304668936,0.1109564088910602,0.592394684156798,Sub-Saharan Africa
High income,High income,gender,men,0.842469188800773,0.597423991484008,0.2818987841683816,0.271287182012266,0.271287182012266,0.425622914455013,0.425622914455013,0.4707135531956822,0.518772237333442,0.48122776266655853,0.0986771519231707,0.621605654231482,0.17924849038008817,0.515821571871487,0.304520418115454,0.3053566478289,0.48960617738082,0.465591163091914,0.458033821970712,0.23588171572414726,0.396948579469947,0.19837538693560708,0.250357366915973,0.2925732597281719,0.484739781622553,High income countries
High income,High income,gender,women,0.876924070497889,0.629634736314075,0.2354422406601236,0.274279287098831,0.274279287098831,0.410458380955809,0.410458380955809,0.5040173214407999,0.485322592988085,0.5146774070119148,0.119621600393337,0.737285966856728,0.21096857537662947,0.610347986448883,0.245175928458659,0.251147870240557,0.425225794861108,0.400193247837686,0.391443101139265,0.2657622278967322,0.36384933507845607,0.21117003423587263,0.259850331434064,0.31392227676275986,0.549983075705714,High income countries
High income,High income,gender,men,0.900027712092488,0.493276091295638,0.25903552543354047,0.225161588235531,0.225161588235531,0.279696043732905,0.279696043732905,0.5120539774448551,0.655580235000244,0.344419764999756,0.338274681946298,0.722403476637171,0.33009473557613,0.368058181454403,0.156680389115962,0.156680389115962,0.397840937096543,0.254205707623214,0.254205707623214,0.2833696238108785,0.250567559948212,0.24756192347520045,0.280425349229203,0.3547536218616081,0.428513616640896,High income countries
High income,High income,gender,women,0.902890204107842,0.478271922157007,0.28169202395577936,0.214346334947019,0.214346334947019,0.306305910212057,0.306305910212057,0.5000806161784935,0.574676787246188,0.4253232127538116,0.333506155918544,0.665953875624643,0.325518680971052,0.314865122425733,0.188350039275658,0.189322624637859,0.379367053596329,0.272144771842299,0.271172186480098,0.3249295926095687,0.275353611198802,0.3430143561583263,0.333311340666906,0.405308932077638,0.397241042657867,High income countries
High income,High income,gender,men,0.851647052794893,0.434214079151836,0.4936747394554363,0.392260050324337,0.392260050324337,0.309612107620185,0.309612107620185,0.5627772599461542,0.669590814925403,0.3304091850745964,0.591119176350684,0.774525059483307,0.585551064869685,0.171377605089779,0.297301153707481,0.300491744481199,0.537087376524941,0.48636370379040805,0.47940985474070696,0.3297213637530798,0.303628342887568,0.32259940620646615,0.340083164774185,0.432750099377085,0.655857418004406,High income countries
High income,High income,gender,women,0.793734493289007,0.410142388993988,0.42679363570234385,0.36015292194157,0.36015292194157,0.261317734751205,0.261317734751205,0.530534674982767,0.589781868390149,0.410218131609852,0.496986056375334,0.722793940734412,0.493401361863703,0.209920462799264,0.253244261718658,0.253244261718658,0.464763516382918,0.424302807994585,0.418054834568048,0.42155840433956515,0.213234153925699,0.43167047628036026,0.348812786325397,0.5394638207739865,0.598564028994378,High income countries
High income,High income,gender,men,1.0,0.581607904573187,0.7367449580921455,0.664335807707436,0.664335807707436,0.47476242067237306,0.474762420672373,0.8770073662825959,0.850045088369967,0.149954911630033,0.849053063447843,0.865579656024352,0.849053063447843,0.05772365046352368,0.511936897800543,0.516118910065897,0.714848531235988,0.701019621729385,0.695468679632991,0.4886084354930117,0.420606224244935,0.4732168134296617,0.508813310213612,0.5649458371728099,0.840204818318964,High income countries
High income,High income,gender,women,1.0,0.471082566541209,0.7537361575906685,0.629977766889175,0.629977766889175,0.351660357403161,0.351660357403161,0.7995759040716615,0.849882427974598,0.1501175720254026,0.800019568050576,0.813924371485004,0.800019568050576,0.15025339787589534,0.265479700925563,0.265479700925563,0.595245062376676,0.589739775030998,0.589739775030998,0.5504475699155318,0.31077035198036,0.570162147498168,0.6835716529264799,0.6616582460011596,0.784014747645865,High income countries
Latin America & Caribbean (excluding high income),Upper middle income,gender,men,0.521929485589385,0.585917466710604,0.2587596919049522,0.281609960304355,0.281609960304355,0.245313084251674,0.245313084251674,0.5862413409916316,0.643537134426878,0.3564628655731213,0.17319140708828173,0.494796357457138,0.1685416393603071,0.438405704920435,0.16204184431245183,0.124572727372452,0.446904288821653,0.206907373133254,0.144998866008913,0.17795191908030256,0.105740090939739,0.1338346743116044,0.14807193588372816,0.22221387385654132,0.591822459959361,Latin America & Caribbean
Latin America & Caribbean (excluding high income),Upper middle income,gender,women,0.559506109842669,0.531858341301066,0.2478109168702867,0.249187183771536,0.249187183771536,0.234094188349318,0.234094188349318,0.4727336881402639,0.592833737785811,0.4071662622141896,0.14583337439440383,0.529993997594853,0.1372621984700071,0.473754820373113,0.12908864115688892,0.0830682682496151,0.320291480589514,0.150294846328018,0.12646254398058,0.19049670148464654,0.111705366921103,0.15459729031885358,0.13758028574674308,0.24589738066935427,0.553726517196909,Latin America & Caribbean
Latin America & Caribbean (excluding high income),Upper middle income,gender,men,0.518686122244006,0.251667255416872,0.12821120397447622,0.145280408839746,0.14528040883974602,0.173025710872044,0.173025710872044,0.32133360984498294,0.447675154679903,0.5523248453200981,0.14469985446495684,0.614860011528988,0.13727830262854707,0.606189250293867,0.1425778409806771,0.12012613724520352,0.340307569468288,0.189161864580039,0.189161864580039,0.14800788203070134,0.2549058560957441,0.1307757174397889,0.11882658860929027,0.182629243171349,0.333823989754549,Latin America & Caribbean
Latin America & Caribbean (excluding high income),Upper middle income,gender,women,0.40822981947675,0.26084449027025,0.14183988225392016,0.140106273519651,0.140106273519651,0.161606077854049,0.161606077854049,0.3704979861347102,0.391683266857289,0.6083167331427115,0.16598879585646145,0.627763165412071,0.16162450438610554,0.6110928854223578,0.09706677031878312,0.09933744892441503,0.161838277378148,0.0516212471920717,0.0493570727631332,0.1845025271712874,0.13886756998847682,0.1732054551275437,0.14494711335412663,0.15899199705167988,0.30848115716616,Latin America & Caribbean
Middle East & North Africa (excluding high income),Lower middle income,gender,men,0.187618635500507,0.343631543252876,0.2099785472572155,0.16947649674308946,0.16947649674308943,0.2068171370089878,0.2068171370089878,0.32755272326368257,0.544807589090413,0.45519241090958673,0.13489100264870432,0.657793918720255,0.12989703134958508,0.650901132911681,0.11497586295800363,0.13227985299324646,0.24899658146028,0.19362898529040104,0.1540165250067598,0.1397979419238815,0.21604144448470472,0.14431260582493544,0.12284220034776366,0.20500735770423667,0.278084260080014,Middle East & North Africa
Middle East & North Africa (excluding high income),Lower middle income,gender,women,0.0930748469442183,0.359721632900342,0.18177850082978303,0.10564638987785932,0.10564638987785935,0.17249803071252784,0.17249803071252787,0.2964339861622188,0.385755911570487,0.6142440884295126,0.2214707485992673,0.600493217907414,0.1889467667586444,0.598283846286282,0.09409553848559504,0.10558811248228063,0.06253670580392467,0.11097691359525627,0.11755886726053749,0.22547833440826492,0.10740100569962262,0.19674705976380208,0.17238997462980055,0.25862257729247784,0.239741215217332,Middle East & North Africa
Latin America & Caribbean (excluding high income),Lower middle income,gender,men,0.418710268641331,0.494978317744323,0.2846797522847861,0.152132767587824,0.152132767587824,0.243514517275184,0.243514517275184,0.4924116386961953,0.638302635879069,0.3616973641209304,0.18348574606216278,0.711922521687852,0.17691296447190008,0.638921715462526,0.16791531703264842,0.16509081634241718,0.428420083534372,0.18456025697615,0.174878097426053,0.18163573698787522,0.22314368205534404,0.15584161654106266,0.15073836656957235,0.25604520974119915,0.609822794464815,Latin America & Caribbean
Latin America & Caribbean (excluding high income),Lower middle income,gender,women,0.319069293855353,0.420842232415763,0.22571314406734166,0.128804752829009,0.128804752829009,0.169929600801313,0.169929600801313,0.42645292625928133,0.488268742387121,0.5117312576128792,0.17201471394367462,0.72273874091433,0.16528449653552635,0.655582596125081,0.10258688791208592,0.09533855868701988,0.254959822067639,0.118722074557986,0.104130396919279,0.18006844158460505,0.15283077909367815,0.14510849589705296,0.11419930383984017,0.22281035572423497,0.543249776069849,Latin America & Caribbean
High income,High income,gender,men,0.979213352098914,0.495366546853746,0.4578004915813005,0.294785085618868,0.294785085618868,0.321268795417963,0.321268795417963,0.5315241174710644,0.64629869997288,0.3537013000271198,0.638819528144146,0.697166605039821,0.638819528144146,0.17036410982698935,0.4627330316154731,0.476032618305474,0.640078709303159,0.604202633841843,0.590903047151842,0.2892085962685536,0.291679968771099,0.2994680952487173,0.339205951097491,0.3725822880356559,0.498026422664039,High income countries
High income,High income,gender,women,0.974671865753342,0.477568941109269,0.5372354515089222,0.334129652015567,0.334129652015567,0.326725887687755,0.326725887687755,0.5918361409624329,0.536163362967527,0.463836637032473,0.7148438956878889,0.75433563163068,0.713213627328532,0.18681528643013365,0.41227789659022596,0.418086402806639,0.600739349894629,0.572241891677475,0.566433385461063,0.47441238745737013,0.331155579812803,0.5153713437956955,0.47085867921257496,0.5849329734888629,0.53360205548995,High income countries
Sub-Saharan Africa (excluding high income),Low income,gender,men,0.226220561075517,0.441579691254555,0.18176389815952682,0.14970046721396,0.14970046721396,0.18642510944610619,0.16944661567010189,0.35380214849063363,0.658303806252187,0.3416961937478131,0.18168076348767465,0.330768346145572,0.13618538251125797,0.328576717279714,0.10413098465761313,0.12389680417610267,0.2446114948002041,0.17353716232144634,0.14006074309076216,0.15380515435567563,0.20442876357115192,0.15440236833299723,0.10842416653890474,0.16233512479444157,0.514013074801233,Sub-Saharan Africa
Sub-Saharan Africa (excluding high income),Low income,gender,women,0.210040311985886,0.429150969295303,0.17250273084815104,0.12368326965962101,0.12368326965962101,0.11140645203835395,0.11140645203835393,0.25112232308431004,0.521125785509992,0.4788742144900088,0.14407074689739957,0.363848978774375,0.13791669336581786,0.351428860675023,0.12924498874454282,0.1334570006340225,0.117396515372028,0.12650260915006514,0.13441955095472446,0.11875630106533638,0.14754689689748063,0.1305645906585516,0.1356293161620732,0.13889167232149124,0.449829843759201,Sub-Saharan Africa
High income,High income,gender,men,1.0,0.714070822187028,0.6574450745131983,0.551045707240826,0.551045707240826,0.607950595373033,0.607950595373033,0.8432877333189619,0.800853306190125,0.1991466938098745,0.80478161707345,0.898008211377646,0.796224523332949,0.11000082060883212,0.40343630172616507,0.403436301726165,0.621738701259441,0.615185090213892,0.615185090213892,0.3612426264384225,0.6311261119013111,0.3748244636414671,0.461110490237157,0.4422260436411959,0.6811442531555,High income countries
High income,High income,gender,women,1.0,0.652907097029309,0.6406793264762294,0.58680397854413,0.58680397854413,0.553570341923253,0.553570341923253,0.7980615298396045,0.779513887207754,0.220486112792246,0.789878866341894,0.909003083009817,0.787620886626767,0.11614374364954141,0.290467630275872,0.290467630275872,0.554951264621565,0.549854638177825,0.549854638177825,0.4581265894755795,0.630261591607894,0.48419361819325124,0.523697910498349,0.5632083327013625,0.737306096004905,High income countries
High income,High income,gender,men,0.977879168439001,0.563729377569646,0.5692357425559282,0.584293445826357,0.584293445826357,0.49386181220095804,0.493861812200958,0.7965288494978193,0.69965998144444,0.30034001855556,0.716462484259187,0.795223744863154,0.713916731294238,0.13898953140209047,0.49070632629422806,0.505879397548677,0.618581300117708,0.558507581658192,0.555731155111526,0.33732133630412736,0.510090119434711,0.33931196375616257,0.188362020512023,0.4020107725468937,0.704342396596724,High income countries
High income,High income,gender,women,0.954665817555291,0.462399442631858,0.4610349858976447,0.463559503818262,0.46355950381826194,0.369894891892323,0.36989489189232305,0.674118516096246,0.645011959732052,0.3549880402679486,0.70150558540025,0.853476614302695,0.699804942375828,0.18143355592689336,0.323473339085734,0.323473339085734,0.464784445073982,0.412543174280864,0.412543174280864,0.416366271572841,0.37786485457307206,0.4112640940067404,0.253011783119243,0.49166742305855526,0.640990998439818,High income countries
Sub-Saharan Africa (excluding high income),Upper middle income,gender,men,0.354183678443263,0.409629880450766,0.149899358796375,0.190647820985166,0.190647820985166,0.1864395678339584,0.18643956783395838,0.19350880799710435,0.419054094416044,0.5809459055839565,0.1752534619134758,0.436078385819911,0.12984288307619019,0.368513592501844,0.1169789838908341,0.12964754296373193,0.285097413466481,0.114638514178904,0.18847843385288984,0.1905163953454878,0.18643073481965242,0.17091205683120494,0.14545949528303348,0.2280909194344823,0.55925417128987,Sub-Saharan Africa
Sub-Saharan Africa (excluding high income),Upper middle income,gender,women,0.30739147208779,0.385411748667724,0.11405472091488048,0.170094502262117,0.170094502262117,0.1349920379391841,0.1349920379391841,0.20789292494020173,0.34286005075859893,0.6571399492414008,0.1277994762631741,0.347302042606562,0.1198949873042118,0.31878446418781,0.1263953387406404,0.1217335730119721,0.190872094628633,0.0881439062509809,0.20428546848696505,0.22386423689061505,0.13546878433390896,0.1965735677022682,0.1828021678956852,0.13578265840248688,0.560953825569929,Sub-Saharan Africa
Europe & Central Asia (excluding high income),Upper middle income,gender,men,0.395523694305357,0.374732943907827,0.10663201248575013,0.14623762617015673,0.14623762617015673,0.219101405070452,0.219101405070452,0.3367889728456839,0.4997472567005021,0.5002527432994979,0.1131526773405844,0.665668317185246,0.10913300740770918,0.641890625600646,0.13888127397140856,0.16050306461713812,0.264716001743435,0.184650662620335,0.18831959621569488,0.26214610415662737,0.184600559566494,0.19411372972835175,0.14936030558688282,0.3291384685533562,0.15040834285225696,Europe & Central Asia
Europe & Central Asia (excluding high income),Upper middle income,gender,women,0.397632567467057,0.359243645105543,0.1225515226213166,0.14851672664219323,0.14851672664219323,0.189491976408552,0.189491976408552,0.47861891614308133,0.416260378448753,0.5837396215512478,0.1723011847665743,0.643969494281418,0.16614467239634123,0.624046477320333,0.08779857094093206,0.10296443946541543,0.168046120317675,0.111358151845729,0.14417637613011824,0.2935837378987073,0.171352667131339,0.23495963932433675,0.21405873466617217,0.35818545935322005,0.11822237923956702,Europe & Central Asia
High income,High income,gender,men,0.980492498717625,0.611682048532335,0.5704342296606167,0.581911440866923,0.581911440866923,0.522586846307047,0.522586846307047,0.7977193218229938,0.828694734251905,0.1713052657480952,0.754238441659603,0.885311682860711,0.7459686916489281,0.16897208251454868,0.371600362991134,0.377886964799574,0.508716285137589,0.475094812378988,0.466029450408534,0.3224899894053932,0.496272513702106,0.31780239063022797,0.198681188271455,0.40355984387516824,0.802831291256791,High income countries
High income,High income,gender,women,0.994417995852574,0.493854020878226,0.48170008834573447,0.576302175630753,0.576302175630753,0.395636935560248,0.395636935560248,0.7605619904831881,0.820733447571638,0.1792665524283623,0.716402087791864,0.850378278708737,0.709963787577744,0.13917052926515983,0.331263013580378,0.331263013580378,0.503991559973069,0.468594271875866,0.468594271875866,0.36319718881670865,0.42156648159087606,0.3412512661449647,0.22722290755987,0.42285606890739075,0.794175504411526,High income countries
Sub-Saharan Africa (excluding high income),Lower middle income,gender,men,0.416712364032671,0.379414727893169,0.2156007516850093,0.18326027392357896,0.183260273923579,0.14197811582555947,0.14197811582555947,0.2580619760991706,0.543472479211636,0.4565275207883639,0.17720366237286514,0.425552188647533,0.11432546630577253,0.38933525599915,0.11890317693701145,0.1434621470951099,0.202568810550561,0.18571891412771532,0.16766329932221258,0.12574055459950004,0.17823517096351277,0.13302416182210072,0.10495918609478572,0.1582105105625236,0.57644746938005,Sub-Saharan Africa
Sub-Saharan Africa (excluding high income),Lower middle income,gender,women,0.39377307089462,0.354185246097497,0.1720037952260821,0.188459660676518,0.188459660676518,0.11059038876046041,0.11059038876046041,0.2360930132697619,0.485442753789572,0.5145572462104279,0.16715784716228277,0.364718279085905,0.14907120569911086,0.342956129111188,0.12011452697526842,0.1123686308129991,0.09126478749038469,0.11903750421598372,0.1375228364199086,0.11824365655895452,0.1464717149314788,0.10955933761358999,0.1242165193754035,0.1360263523544605,0.53061182503617,Sub-Saharan Africa
High income,High income,gender,men,0.884800906282645,0.337434450071769,0.15411394247097163,0.136684320139027,0.13668432013902704,0.192789930995159,0.192789930995159,0.30534226031520173,0.4719161092687861,0.5280838907312148,0.2631515765605084,0.814517437446123,0.2631515765605084,0.74040912571082,0.188218328905687,0.188218328905687,0.330201308181323,0.26792864900411,0.26792864900411,0.3085543755736342,0.158089550570661,0.22872262650509415,0.374742164755879,0.38299261483094443,0.258783217122434,High income countries
High income,High income,gender,women,0.866126720377175,0.311720939998467,0.20402479998977924,0.11627491874186702,0.11627491874186702,0.138397826255633,0.138397826255633,0.40473182090371024,0.503348940192448,0.4966510598075514,0.2128975993315906,0.810746554352339,0.21171606336035298,0.7632151988933371,0.11020541648910101,0.11020541648910098,0.251139617176893,0.176883643171336,0.176883643171336,0.3560368456545843,0.0758005937844778,0.2499563672729263,0.350204635510141,0.427290416660327,0.215526694022651,High income countries
Latin America & Caribbean (excluding high income),Upper middle income,gender,men,0.487564216478,0.475197077054694,0.24207554536158837,0.170764725338354,0.170764725338354,0.172579472966509,0.172579472966509,0.3803666246159758,0.58744730672648,0.4125526932735193,0.1860909671447899,0.630522229929082,0.1837561276770636,0.556775560269061,0.1802465029591721,0.14979071333113708,0.300491063874841,0.20299157479312102,0.17983389268737035,0.16603339029947822,0.2240638033576239,0.14704123747525438,0.14244216858899378,0.20715916216280209,0.603074861128313,Latin America & Caribbean
Latin America & Caribbean (excluding high income),Upper middle income,gender,women,0.34694927507589,0.431315398698984,0.21227350979843654,0.13412384586941,0.13412384586941,0.132407451162559,0.132407451162559,0.40741468326831887,0.42412436662295905,0.5758756333770415,0.1820748552087486,0.660514251387574,0.17490645601571625,0.588720775078336,0.1077206963622812,0.08584757913779088,0.156361692380783,0.1259632980611093,0.1020014597345685,0.17888394947705216,0.15474365606015592,0.14575534525299733,0.13086132961957941,0.1909945098427758,0.516467305496663,Latin America & Caribbean
Latin America & Caribbean (excluding high income),Lower middle income,gender,men,0.216837985572137,0.470582282854863,0.1917247430094961,0.1850426099300555,0.1850426099300555,0.21162585246362872,0.21162585246362872,0.36181476970874915,0.512133056090738,0.4878669439092622,0.20125890951018582,0.488528996655331,0.19028238457685126,0.3921974239871652,0.16891546222953815,0.173628884146457,0.32514441658328486,0.20368298445278027,0.19119987567698132,0.1338251100814249,0.2262175674962542,0.13878617594646409,0.13539328096908795,0.16797732840960533,0.442410031230401,Latin America & Caribbean
Latin America & Caribbean (excluding high income),Lower middle income,gender,women,0.161192255831274,0.482383149608826,0.2001274755683316,0.12574189322895837,0.1257418932289584,0.10863830436136711,0.1086383043613671,0.3584349686867837,0.426926227638949,0.5730737723610505,0.1480343570085815,0.26435680422043717,0.14004006694810528,0.2648593671596467,0.11224422165242773,0.10167250008087206,0.11488083219019879,0.11826105014827906,0.12206185128628433,0.1501381594119652,0.13837551178046584,0.126563405300853,0.13591149749713585,0.12715617992805733,0.453949037667275,Latin America & Caribbean
